,image,text,output
332,diagram_159.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
333,diagram_159.png,How many interaction vertices are there in the diagram?,"In the diagram, there are four vertices and four lines connecting them."
334,diagram_159.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
335,diagram_16.png,How many independent loops are there in the diagram?,There are four independent loops in the diagram.
336,diagram_16.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
337,diagram_16.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
338,diagram_16.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 12 vertices and 16 edges."
339,diagram_16.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
340,diagram_160.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
341,diagram_160.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
342,diagram_160.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
343,diagram_160.png,How many interaction vertices are there in the diagram?,The diagram shows a total of 12 vertices and 14 edges.
344,diagram_160.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
345,diagram_161.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
346,diagram_161.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
347,diagram_161.png,How many internal edges are there in the diagram?,"In the diagram, there are three internal edges."
348,diagram_161.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three interaction lines."
349,diagram_161.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
350,diagram_162.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
351,diagram_162.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
